sha256,family,date,label,vt,vt_scan_date,vt_year
6d025a446ffad7ef41d0bb003f43e66a14cfe7fb64668bc832fb1e9146fd995f, benign, 2016-03-21 09:59:10,0.0,0.0,2016-05-30 00:20:30,2016
a80f0afe62c32440a222b22499d3c28627691e7a9ec5671d4f077febea632dba, benign, 2018-04-05 19:48:02,0.0,0.0,2018-04-06 05:41:25,2018
e9e14f3c008237f1550fda7b24cb394e93fbaaa0f007bcf29f404b902fa1ab1e, tencentprotect, 2019-05-21 15:31:54,1.0,7.0,2019-06-05 05:00:50,2019
716d6a64bf7f5bcf31af04d308c50baefcc73a01cbc53bc57ac49693fd314b97, dnotua, 2017-05-22 11:34:10,1.0,11.0,2017-05-26 22:21:36,2017
abdee2cbca36ca2a5b9f7df9740ee4e08e4ddeecad1e5b04caa9d27334a1bbd8, datacollector, 2020-02-27 16:50:56,1.0,6.0,2020-03-12 18:07:30,2020
8b12f3ee4fcbac608668180c1f92ff1aef519dcf3d532a7bab5f46e63fb344dd, tencentprotect, 2019-06-12 17:14:36,1.0,5.0,2019-08-28 18:57:19,2019
85c37c27a1b5c2f16a304fdee08a10bb67e3ea8f1fbcc51cce3a9fb6dc50f105, airpush, 2014-07-11 20:58:22,1.0,8.0,2014-07-19 15:02:06,2014
4e82f33bd1cb18e79ce5ebab0b70092ad6e9efb8291982cd06bf27c8758b1767, benign, 2016-07-15 03:41:40,0.0,0.0,2016-07-17 04:17:48,2016
0391e38af04ca6104f8c975a6d9aa5b2c6825201e3b570f7e4f7f0194b0caa2e, benign, 2014-05-23 20:46:10,0.0,0.0,2014-07-08 14:19:43,2014
f9391e90eba1e85aea290200092c88ec26290af7a8dac0bb10114d24010cc8a2, benign, 2015-07-30 17:20:24,0.0,0.0,2016-02-15 10:20:00,2016
511b305c65d90ab0771cf0855a2819db8954851fe9f349cac72604a33f9f584a, kuguo, 2015-12-15 15:05:18,1.0,6.0,2016-03-22 03:45:21,2016
bf00056769f8982cb6b927c23ccdb3bfee58d5a460e4663e37527f686f53c1ae, benign, 2014-09-22 10:26:08,0.0,0.0,2016-02-03 11:41:01,2016
9925bdb434458755603c1d5c4e58916c7023dd12b1377d28635ab24b4c830336, benign, 2020-04-07 21:06:48,0.0,0.0,2020-04-13 15:46:37,2020
c6d9b36d43dae60a6a7a2831047cd3ffe804d96b72e51cb65027adce0732f0f6, benign, 2015-12-04 21:25:32,0.0,0.0,2016-02-14 02:22:08,2016
0060563eb387bec027b102eac7171515f9d65dd0afcf4977b6b7aed475d82e14, benign, 2014-09-20 04:08:50,0.0,0.0,2016-02-08 19:21:15,2016
0499e61ae7c5562b96b5efe75d6906c96414536afc05db56ca9a8c63faf0d53d, benign, 2015-09-17 12:54:02,0.0,0.0,2016-02-03 07:04:37,2016
07ad4f7f77d7e15b3647e09764ce86a0b4168de33f9e392efb6cc79c8ffeeaeb, benign, 2014-10-15 21:44:54,0.0,0.0,2015-12-01 17:50:20,2015
14f68784880fa4e674bfe98280f0bf913c326bc398ca5294877587f060e5ead1, airpush, 2015-10-12 14:36:22,1.0,18.0,2016-02-04 15:03:49,2016
927137d27849008ee086e79855fec3f4138a8f776201a89bcb6b479b4f117c53, benign, 2016-06-03 19:36:58,0.0,0.0,2016-06-27 00:45:51,2016
acbf00c818875d0eb0d145bbd1a3af4d36c490052ebc9d1dcfb35ac78569491f, benign, 2017-04-17 14:40:12,0.0,0.0,2018-08-02 21:06:46,2018
64351fb8acbf3ba992acbfe5d809ff45ec8037999d8e8f9800a705bdb260740b, dowgin, 2015-03-21 13:45:58,1.0,6.0,2016-04-01 08:01:46,2016
40661759bb140244f90b4c16aae686fd76fcce8735d3585aa2c7296c816db1a7, benign, 2019-05-25 19:04:10,0.0,0.0,2019-06-28 10:26:36,2019
12758a21c26e7c9a4620e7742335933e9b4fe30f073d310d449a78ccce4763ec, benign, 2016-04-19 09:51:52,0.0,0.0,2016-06-10 09:37:32,2016
0cd7cf8d3da1e83f262d5882b6949cbbf65da243edd5f0eb252bb4cde2cc5873, tencentprotect, 2019-08-14 15:27:16,1.0,6.0,2019-09-06 14:05:18,2019
b1ffafbd4ae8156e758163f5f5c11072bbc8165f9d19860e794391bb2b99b88f, benign, 2014-04-12 13:48:42,0.0,0.0,2014-07-14 22:49:46,2014
7db7b23fda555a0ef49bc95f637369e090a80c5fe940e7b074487ec84a70fe09, revmob, 2014-10-04 01:50:20,1.0,13.0,2016-01-15 19:26:11,2016
7c7af6eb47bb92f12f771aa34557d4f472b41f365b1d67553bd728a084f24982, dowgin, 2014-06-16 23:37:08,1.0,13.0,2014-06-24 13:47:11,2014
8912a2a03b33672742fa15c8c424e1ffcad63d7f77f541500b9c129a23ff54a6, dowgin, 2014-06-12 14:14:58,1.0,14.0,2014-06-13 06:09:31,2014
5e8b39c3a561377c60f5e1793603fb2755e0d9a20195f8df28cb28f8a594b2e0, kuguo, 2015-08-08 16:21:30,1.0,8.0,2016-04-01 03:22:39,2016
6042a95682d498758ef604116e606386df5bbb06a59be988390b41e3245d7500, benign, 2016-08-19 15:44:30,0.0,0.0,2016-09-05 09:05:59,2016
aed4e6c04d9786b3c67c77b508488b3f3e8d15cf5ec27032514794252fe0c9ff, benign, 2015-10-05 11:50:50,0.0,0.0,2016-03-20 01:41:50,2016
0552dcf614f22c0177eb61129f3be7b80f08033706b923d1466029b76b043ca2, gvud, 2015-06-30 08:25:22,1.0,19.0,2016-02-02 05:17:01,2016
80e9b0af660189c4368799374082c1634abbd4cd80660f0a24f3b0a144337490, benign, 2016-08-02 06:50:42,0.0,0.0,2016-08-30 19:21:09,2016
3e9970c851bbb51a080a0680fa5b5f89aebe03fe5c00c7d576da97c4dd496448, wondertek, 2015-08-26 15:22:34,1.0,16.0,2016-02-29 09:00:10,2016
3801ed8ace45d18a1c35988bf41aab95cfddbe733c0e759bf6310deba2358405, fakeapp, 2018-05-23 19:04:20,1.0,12.0,2018-08-06 15:15:20,2018
0187187de59c81c100cc75c9b43944ca23583d7739c873366d64c2fba45fdcb7, benign, 2016-04-28 23:46:38,0.0,0.0,2016-05-03 14:26:01,2016
05abad180fd4c0185d0f350077e7f2149de187f9c47d3cbe8e0d59ca363ae3fb, revmob, 2016-06-20 19:41:30,1.0,6.0,2016-07-07 17:51:45,2016
e49163fa2e051427205776b088de1660e26ee8205f828cce775f27b880c52edc, benign, 2014-06-06 09:10:14,0.0,0.0,2014-06-09 00:30:06,2014
5d562dd18c99b8aae04c1162e97f29ac5872424b7bfbd691d44653110cfaa2c8, benign, 2017-11-22 13:35:40,0.0,0.0,2018-09-07 10:31:36,2018
be836e7ea1b4da5f9ccc6e8c0c7119509089fb00d9b07d2b3302323a51cdb049, benign, 2017-02-03 18:31:40,0.0,0.0,2017-09-20 08:27:00,2017
77965fc4facbe38cc14234058a04789d24e495ec41a00c821145f7838ef54ecc, benign, 2019-03-28 00:22:46,0.0,0.0,2019-09-14 23:51:51,2019
d9866cb2a08048d52ade566a214c090847f69130675a30d17e9d01da9813e0c8, benign, 2014-06-23 15:23:20,0.0,0.0,2014-07-14 20:07:44,2014
06ac997a4c20597d10d0b85548b961bd2ec0edc50260d0f2b5ed1e4b09441911, benign, 2016-09-13 11:22:58,0.0,0.0,2016-12-27 10:09:40,2016
47244a4379d6ea10acb841cbd7661bbe55459bf0856b62aae1887dbd81cf46f9, benign, 2019-12-02 12:34:24,0.0,0.0,2020-01-09 03:43:39,2020
32f024fbb9913a2558aa864ed5a4b41afdce52b7f463a06b1af553182b9abd1c, feiwo, 2015-05-27 16:21:16,1.0,13.0,2016-03-18 19:04:21,2016
5577f7f050184e96c006353c0dca2f4af1a65f4f085d908a34feabd9f8ab2ec8, artemis, 2015-01-30 11:09:40,1.0,6.0,2015-09-12 00:47:02,2015
881bbccd378e551ba45adb9f640a84fa171a1a0ae1ea19e941981eeb2fc37100, benign, 2019-05-24 02:35:54,0.0,0.0,2019-09-11 19:54:16,2019
879b42d327a358283fb770ac1bacc7415855911909cd4213f5705fe1d7c34283, benign, 2014-12-10 20:27:40,0.0,0.0,2016-02-15 14:58:55,2016
1f7c49c15fd3fa5d8396c250c64821f326fd74e63ed771550cd0c94f5ec7a7ac, benign, 2014-10-12 22:20:14,0.0,0.0,2015-06-19 16:35:24,2015
b1091b688cc31f462b9ad7473f16d9908aac3391573679fe54ee64f80f4b9de3, benign, 2014-10-08 10:32:32,0.0,0.0,2015-12-04 04:06:03,2015
32441a37dbc03cdf5b842fcd3d696ce6e30f5c808dd731a07913c6d0e487705c, benign, 2016-02-18 16:59:56,0.0,0.0,2016-05-29 22:11:24,2016
feb283fc92a07593c84491fc20cbaee5be45c20db9757cb5a9e83e2607e71e67, benign, 2019-01-14 19:33:18,0.0,0.0,2019-01-14 11:38:55,2019
079fdc41a310b43830cdad2fb950c714d6545b7082f78b81fb079ebd0fa16799, smsreg, 2019-08-28 15:01:36,1.0,16.0,2019-09-05 14:14:20,2019
8b25ebd52abd2a5a4776b2a531ed35c867cbdfbe48a711702d185989d606a2e6, benign, 2018-10-15 03:53:52,0.0,0.0,2018-12-05 03:33:24,2018
acce18fe20edef61821f8c0667c3ec3a991e2902034c8f002067b9c55363f49b, benign, 2019-07-29 10:41:34,0.0,0.0,2019-10-04 02:52:37,2019
969ef09d421dc15eb8236285c4d7805883fcb368dcaf6ba3646c6270819cf136, airpush, 2017-12-18 11:11:14,1.0,5.0,2018-09-24 12:55:44,2018
599329ff1c545bd34857427ea306ac9a6f6b45a8351ca0288e31cb89e8537dcd, revmob, 2015-09-21 11:14:20,1.0,5.0,2016-03-14 14:33:32,2016
2f870f2774677c3faf4b41922f499ab97e0ed31843412c47828fbcd4bfeb5bbe, dowgin, 2015-07-29 12:30:46,1.0,15.0,2016-02-07 22:22:08,2016
c39676b4990ac374f0ddcf714ef069a0e0b933af1f08fee3cf392d57053d17fc, benign, 2014-05-29 20:34:06,0.0,0.0,2014-07-04 16:20:41,2014
bd2b1d73ba45b0111e2e61877136975582a8a29c8f500a7d1fc2e2096d2360b2, dnotua, 2017-10-18 09:01:44,1.0,7.0,2017-11-20 18:57:34,2017
1f2c32e60b4785a47435952536d929eebdcf4bdf6b90ac24682873e221b05a8a, benign, 2016-07-05 18:13:16,0.0,0.0,2016-07-07 18:13:46,2016
d797338c21d9774f456ab48ae16f56b7def2d883e998f41e428c4b242cf5ce8e, unknown, 2023-04-27 17:31:44,1.0,5.0,2018-10-29 08:41:27,2018
5237878129bb3bace53880db7c020d94891e512b2ef7ddf1a2f3ebeef300fd2b, benign, 2014-02-21 18:31:10,0.0,0.0,2014-07-15 04:20:17,2014
9d59fbd99aef7fadc6ba070093762dc03beaebeb17a6c837b9e9a93d572d4b31, benign, 2016-03-29 17:56:44,0.0,0.0,2016-05-06 23:12:57,2016
45d12f63947c67ac2a23adb8dca0b899b70dd5130994562d13b20c7980eb3fe9, benign, 2019-11-01 23:23:14,0.0,0.0,2019-11-30 19:23:32,2019
e6fc76799ee97fd82a7c248bc8e6adc4ba59054bd0021cb2462625205e23312d, igux, 2019-02-17 08:06:38,1.0,5.0,2019-03-23 11:59:59,2019
fc3c2e8a720f1b811e752eeafc0d930eedf3b31d02db5d03e8ab51f241a83ded, leadbolt, 2016-04-26 14:55:38,1.0,6.0,2016-08-02 19:37:18,2016
01981ffdf7a63bc3b1d2841bdf3f2893ffeb7e5138cc796413b7c92764982596, benign, 2014-04-11 09:34:48,0.0,0.0,2014-04-11 11:36:51,2014
5bc4cdb3f7a96c0145e0a2c0d38fb940c87129a1406ee113205d71baefc6dcbd, domob, 2015-07-03 14:21:10,1.0,6.0,2015-08-21 16:10:22,2015
11ac520b0591b1c760ccc02fc34d0735ff86b82ec9438022f3bec2962b8a5172, boogr, 2020-01-17 06:18:48,1.0,6.0,2020-03-18 23:22:43,2020
cf70698df8ae65afe46221cdb4033c136d87aabe4caadccd2f3c0ba2a700b92e, benign, 2014-09-23 18:38:52,0.0,0.0,2015-11-28 20:28:59,2015
029d933228629332f910a503ef2db678e83d7decf7ed5f3687cedbc634067b50, benign, 2014-10-14 11:49:16,0.0,0.0,2015-01-01 19:16:08,2015
acbc316f37231d32028c8fafe236ac89286fc13cad1d1a5c3a0e26fb6eaf733d, benign, 2016-08-08 11:55:38,0.0,0.0,2016-08-29 03:07:24,2016
67fd113837640591552e2d0a674f04e7126c3793edc476a34f96d9bd0027b0a4, benign, 2019-07-24 15:18:38,0.0,0.0,2020-04-14 15:05:31,2020
a0874fd6884fa1b638bb5226368f87314c6310b76a96eba0cd9c5c0c04de3b22, benign, 2018-05-03 02:15:20,0.0,0.0,2018-06-11 23:38:02,2018
4c69e82fde277670fbf4ae50cef54ff8764a9e35da20d1cecc9f8417f9564f01, gxxox, 2015-08-23 17:34:24,1.0,11.0,2015-11-05 11:34:17,2015
ea5d31e66e591b660d2b1261160e9e937f3b20dd4acee116591821c86bdaca5d, benign, 2014-08-20 20:59:22,0.0,0.0,2015-10-17 11:32:23,2015
967f2cd6e28e7907c0a2c2c995bf82614e4de6ab0ccfe4222a20f008f60da664, tencentprotect, 2019-03-14 14:22:20,1.0,8.0,2019-09-15 02:21:37,2019
ffcb07b6c50b759238306de149228d2030761cf8228959d8a11203943779db9d, tencentprotect, 2019-05-06 13:44:32,1.0,8.0,2019-07-26 01:23:23,2019
7e8fbc4ae45b6658fce5b8ac7dbb2876ba740c5a1fcad5a9a5f21273540f7c8b, dowgin, 2015-09-08 11:48:56,1.0,15.0,2016-03-20 23:21:36,2016
1f55110899ba4562a3356db3bcbd3dbfdc0fc9404b72992155438e5fab2fe329, benign, 2017-10-24 14:13:40,0.0,0.0,2018-08-19 11:33:19,2018
e51c38f5cb482224c566dee13edd80ef22fe900490dbb1ff7a5b9d54b1e3f6d8, tencentprotect, 2019-05-15 17:48:20,1.0,7.0,2019-06-01 15:01:37,2019
ae80eb2efce91431e2b0c02e485ae1baed8dc8499cff388776217258967083fa, tencentprotect, 2019-02-21 21:43:36,1.0,7.0,2020-01-28 14:12:38,2020
015c845678226c1d9b27f785e93235830fbbdc6a6b95996fb54572079771175e, benign, 2014-05-19 11:39:10,0.0,0.0,2014-05-19 22:20:02,2014
34b9af6fc4f0686669d78bf8721a84141102530c0aa9ddc727ad7dd57aaccec0, benign, 2019-01-10 15:47:20,0.0,0.0,2019-09-20 23:16:41,2019
4a6ced0dae47d5b14d189dab88f3c00b4cae43b302b1ce60560d117a54eda8a7, kuguo, 2015-08-27 18:38:18,1.0,6.0,2016-03-17 16:59:40,2016
72f3f3028c316c311c2eef50bb2db7bb775f1ac5e40bcf0de050350fa7d769b2, benign, 2019-07-03 17:30:44,0.0,0.0,2019-08-20 21:03:59,2019
13390bee892e007fbe911de3363d5731094ec85e737db791d8e5969cde7b8b26, benign, 2019-06-20 22:27:40,0.0,0.0,2019-08-14 01:39:30,2019
dc7be82757bfd1885c36b132a8d4f2c15becb4c501a55b9b6f04cfa55b3a0e81, benign, 2014-04-17 17:34:54,0.0,0.0,2014-07-14 07:18:45,2014
83d15d16155c31edb0ab580e7bcd7488fc9a2af1d4fc0e45fb2d0dd769f14533, benign, 2019-04-10 18:13:40,0.0,0.0,2019-08-30 21:36:43,2019
00c32607f6b7b1c0142177cdc9f3dfb172cf536aa095c5908c10553a2b82cc3d, cooee, 2016-01-11 11:10:28,1.0,26.0,2016-03-23 21:38:56,2016
a564aa4f34e4d12bab53ec833cd21f1ff70eddef045cdde008682afe62907c1d, tencentprotect, 2019-05-05 15:29:00,1.0,7.0,2019-12-03 15:49:24,2019
004a9c03b48bcbe0e74064479380af7c04538e929b319db6f29b8276feca8fda, carey, 1970-01-01 00:00:01.454001044,1.0,7.0,2016-02-17 16:19:28,2016
60427fa4a7d397c1defdcf6749370a80dedebc5d60fb0558982147b93f775b98, dowgin, 2015-08-13 16:25:12,1.0,9.0,2015-10-14 00:32:07,2015
98f690eac3b124b319775ebc49cc6f23001deeb9f53cb30b025e2f506f2b3fd4, tencentprotect, 2019-06-05 14:04:28,1.0,7.0,2019-11-30 13:08:22,2019
f5cc6a9d92f1bd74cc31bc4654f4c39036179b597b415382766c5b66c36b1872, benign, 2016-05-02 21:34:44,0.0,0.0,2016-06-06 02:38:12,2016
03393ee05d3263512697717cff24c4b004e25214b90efced9ff0bc04e8a9314d, benign, 2016-03-04 21:21:30,0.0,0.0,2016-05-06 13:38:02,2016
b36ea4422ae480cac76983d6c1a2452eabab5a8b9e35dd905d293ee9f87631ae, benign, 2019-04-06 23:32:18,0.0,0.0,2019-06-11 21:24:44,2019
fced9d081dada4f7786dd988ec36970da4f4b8655a773b6dd37b27ba7e4c8981, benign, 2018-08-20 19:20:24,0.0,0.0,2018-10-04 17:37:42,2018
af0d2dd068bbff9287f4a729ac99650f8c59c333165ca2f0609becbb93b131ff, dnotua, 2017-03-18 20:09:00,1.0,8.0,2017-09-17 05:21:05,2017
aad3c26338b1a8503ae7799f35f7ead1ce5dba348ee9250ecc038141a6c689cf, inmobi, 2017-03-05 10:47:26,1.0,15.0,2017-07-22 05:56:23,2017
fccfcd080576914886daa25f0055f40917bdeffe6d6ab1202d1aa2b0e5d209c6, kuguo, 2016-02-17 19:17:40,1.0,4.0,2016-04-30 04:33:08,2016
a92f13a1d7852739e9c7496bf2f65eb4b7456606a31f4c078dfd371da7723750, benign, 2014-09-26 15:00:34,0.0,0.0,2016-02-02 06:18:25,2016
fc2b78b415f52ba09f28e34ab9114c83370075e115d337e113377b155aa8405a, artemis, 2016-12-14 20:49:48,1.0,8.0,2018-11-07 17:45:55,2018
1df78120e923c017207148fa2be6602b45f2a774141cc7f56be2a5e816739c92, revmob, 2015-07-17 01:40:40,1.0,12.0,2016-02-18 22:08:07,2016
0ed7dc0b70c6e7a22fb1a9ef3c25331c4c8a8b1a01c70cc04e117ead7877d753, dnotua, 2017-11-09 14:59:00,1.0,8.0,2018-06-27 13:41:03,2018
af508468a28b63996f2700e713981ac5bd298a9d76305b43f2064ead53b398e2, dowgin, 2014-05-22 23:58:26,1.0,4.0,2014-05-23 12:12:44,2014
d2e34d17d46975dc41f94cb1f30ef13b74342d0b9ba254606fdf4aca756ba0c9, dowgin, 2015-08-04 15:43:38,1.0,11.0,2016-03-20 16:22:15,2016
16c65a1e74f5d45f190362e29356bcec1f7cb4d4f3ed04fca413b9b4569b2c2c, dataeye, 2019-05-20 22:30:20,1.0,7.0,2019-08-30 09:25:39,2019
2c3132df87d4befb33ec692d1003bd31fdf399b083c376889aac05db62339105, resharer, 2019-02-04 15:04:42,1.0,19.0,2020-03-03 13:04:32,2020
78f55c38bf1c17ae24f2ecf2901f213ebb8784e0ab4051400da07579a20295e0, benign, 2016-03-18 12:23:24,0.0,0.0,2016-04-20 09:21:53,2016
16ff0c1374611bae4d0713324b8035dc12b72402a86d0f5528473ace10cf87ad, kuguo, 2015-01-21 15:53:58,1.0,13.0,2016-02-08 07:58:27,2016
03ca97b04ca3d7a46d44670ebcdf150656e3879e6a0a38db7cd71192a511bbe1, benign, 2014-03-11 12:49:16,0.0,0.0,2015-07-28 22:33:07,2015
06749fc1eaf2e0d7f294cf82bb0cccda5f7929cbd6d27302a81cc92811b048e2, dowgin, 2014-04-03 07:44:06,1.0,9.0,2014-06-14 23:18:41,2014
ce13fe1fd0a0f44346f80cebf114d61ccbd913e683615dcc454044f4a769f037, zdtad, 2014-03-18 22:42:34,1.0,17.0,2014-05-27 10:18:11,2014
06d7d0dd499992b12e5f1c244d38249aa1e99ada48a8524e0dde776834856fb9, benign, 2014-01-08 18:14:32,0.0,0.0,2014-01-15 14:32:20,2014
a8bafa7a5b470b20fc82fce394530fa59e54f2e3bb8192aee5561affdd8d66a9, tencentprotect, 2019-04-22 11:34:10,1.0,7.0,2019-09-06 14:31:25,2019
937f168d72ffcc7f01fe75687aaaa8ca95f707192bcbb99fe38e39769e59f34e, dnotua, 2016-10-24 17:34:18,1.0,4.0,2017-09-12 12:17:03,2017
0db2dfa4251cb8ab30e5f592bda1793d2e187f841ee70a5fb20f8c9876c177db, benign, 2017-08-30 08:32:04,0.0,0.0,2017-09-15 12:53:37,2017
037c3d3d69336c590500fd3d7d4e3737c33e72653386bf0e1b6b0bc2c3eb261f, benign, 2016-04-06 01:19:04,0.0,0.0,2016-05-20 18:59:48,2016
b745243e1a416aefd38839cbe7aff3b3846424583f0fa8ab8e272109d47811ed, inmobi, 2016-04-14 22:16:18,1.0,6.0,2016-06-09 09:21:35,2016
799ceae3b75f69fb9692cd7e62992e6125c85ce05b744e5fbac633f6eb352f98, benign, 2016-05-01 14:44:36,0.0,0.0,2016-07-20 12:39:37,2016
170fba9e1bd98b2ec14e33e65b19b7551acacc9a21852d2c9693f69cd8e7d50b, benign, 2019-02-13 19:22:08,0.0,0.0,2019-04-08 05:32:04,2019
196ac403ef382f19ea83c8e42b788a22e9e3d985bba440d81a0486b532058bcc, benign, 2017-05-05 17:01:30,0.0,0.0,2017-05-16 02:53:11,2017
015a20d9e28b5ddb7664c6bd052621434304836b30548cdaa29e9b6786cc8f15, benign, 2016-05-22 15:00:22,0.0,0.0,2016-07-20 14:20:05,2016
fc04661970e9ed5125a56c8ad879d39bb7b8e6d08fb49e48ea8ba84daf71c95c, benign, 2014-10-16 08:17:40,0.0,0.0,2016-09-01 17:39:14,2016
02e9aa0eaa7212f3d006eaa0b8d3c0e2d6ff6aa4a21b6dae6999592e8c3b64ce, benign, 2016-04-29 14:59:18,0.0,0.0,2016-06-05 10:14:10,2016
3ab186ae94788e035714f095506108d94b637829a8a92a43e73107175056821a, deng, 2015-08-06 10:53:30,1.0,10.0,2016-03-16 16:40:03,2016
482481f950e50a157d99c5c533f231f00c8b1bc63db470e804a5ac521f9a5733, dnotua, 2017-06-26 21:47:10,1.0,4.0,2017-06-29 02:27:44,2017
9abf7e03201c3b7f32267d82fd75bc104cf25988564454a52412051c43290347, benign, 2019-04-26 21:33:04,0.0,0.0,2019-06-21 23:00:04,2019
44d3657621aae24de0076d86bee3ed8778011cd2778b0174d6b0f3b1765ca930, benign, 2019-02-21 01:53:34,0.0,0.0,2019-03-26 05:26:41,2019
5cbe7103d37917b7f7e384c66e3ac09cf6121f3af09e341892419ca7503676c3, presenoker, 2019-02-14 11:32:06,1.0,5.0,2019-08-31 22:04:40,2019
ebbabbb561c38f21b4d5a50b47294a503ec1e46981c868832b27c08c256d335a, fibp, 2016-09-09 17:04:30,1.0,8.0,2018-11-07 17:32:41,2018
24553c9e24c3f483e6a071649d64fdb7ac65cd805a3e1458cdb418a1ea3d0c18, dnotua, 2018-04-04 00:14:44,1.0,8.0,2018-08-27 11:22:00,2018
a7bbc9613364c86fd842e11b7fd3d5fa316a6d68298cd3128e3dfb6f797f5c97, benign, 2018-12-04 07:47:00,0.0,0.0,2019-01-07 02:42:16,2019
